instance	master	placement_status	orientation	box
{u_core_u_ctx_bank_ctx_snapshot_q_reg[0][nfast_hit_packed][447]}	DFRQJIHDX1	placed	R0	{292.88 427.84 303.52 432.32}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[0][nfast_hit_packed][44]}	DFRQJIHDX1	placed	MX	{244.72 118.72 255.36 123.2}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[0][nfast_hit_packed][45]}	DFRQJIHDX1	placed	R0	{236.88 123.2 247.52 127.68}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[0][nfast_hit_packed][46]}	DFRQJIHDX1	placed	MX	{249.76 145.6 260.4 150.08}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[0][nfast_hit_packed][47]}	DFRQJIHDX1	placed	R0	{241.92 96.32 252.56 100.8}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[0][nfast_hit_packed][48]}	DFRQJIHDX1	placed	MX	{240.24 136.64 250.88 141.12}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[0][nfast_hit_packed][49]}	DFRQJIHDX1	placed	R0	{241.92 176.96 252.56 181.44}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[0][nfast_hit_packed][4]}	DFRQJIHDX1	placed	R0	{375.2 60.48 385.84 64.96}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[0][nfast_hit_packed][50]}	DFRQJIHDX1	placed	R0	{241.92 185.92 252.56 190.4}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[0][nfast_hit_packed][51]}	DFRQJIHDX1	placed	MX	{264.32 217.28 274.96 221.76}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[0][nfast_hit_packed][52]}	DFRQJIHDX1	placed	R0	{260.4 168.0 271.04 172.48}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[0][nfast_hit_packed][53]}	DFRQJIHDX1	placed	MX	{259.84 190.4 270.48 194.88}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[0][nfast_hit_packed][54]}	DFRQJIHDX1	placed	R180	{267.12 208.32 277.76 212.8}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[0][nfast_hit_packed][55]}	DFRQJIHDX1	placed	MX	{260.4 181.44 271.04 185.92}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[0][nfast_hit_packed][56]}	DFRQJIHDX1	placed	R0	{310.8 114.24 321.44 118.72}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[0][nfast_hit_packed][57]}	DFRQJIHDX1	placed	R0	{322.0 114.24 332.64 118.72}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[0][nfast_hit_packed][58]}	DFRQJIHDX1	placed	MX	{297.92 118.72 308.56 123.2}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[0][nfast_hit_packed][59]}	DFRQJIHDX1	placed	R0	{341.04 123.2 351.68 127.68}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[0][nfast_hit_packed][5]}	DFRQJIHDX1	placed	R180	{386.96 109.76 397.6 114.24}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[0][nfast_hit_packed][60]}	DFRQJIHDX1	placed	R180	{323.68 100.8 334.32 105.28}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[0][nfast_hit_packed][61]}	DFRQJIHDX1	placed	R0	{332.64 114.24 343.28 118.72}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[0][nfast_hit_packed][62]}	DFRQJIHDX1	placed	R180	{300.72 100.8 311.36 105.28}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[0][nfast_hit_packed][63]}	DFRQJIHDX1	placed	R180	{262.08 91.84 272.72 96.32}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[0][nfast_hit_packed][64]}	DFRQJIHDX1	placed	MX	{252.56 136.64 263.2 141.12}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[0][nfast_hit_packed][65]}	DFRQJIHDX1	placed	MX	{253.68 109.76 264.32 114.24}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[0][nfast_hit_packed][66]}	DFRQJIHDX1	placed	R0	{279.44 194.88 290.08 199.36}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[0][nfast_hit_packed][67]}	DFRQJIHDX1	placed	MX	{319.2 172.48 329.84 176.96}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[0][nfast_hit_packed][68]}	DFRQJIHDX1	placed	R0	{259.84 150.08 270.48 154.56}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[0][nfast_hit_packed][69]}	DFRQJIHDX1	placed	R0	{313.6 185.92 324.24 190.4}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[0][nfast_hit_packed][6]}	DFRQJIHDX1	placed	MY	{390.88 60.48 401.52 64.96}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[0][nfast_hit_packed][70]}	DFRQJIHDX1	placed	R180	{441.28 56.0 451.92 60.48}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[0][nfast_hit_packed][71]}	DFRQJIHDX1	placed	MY	{434.56 78.4 445.2 82.88}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[0][nfast_hit_packed][72]}	DFRQJIHDX1	placed	R0	{460.32 60.48 470.96 64.96}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[0][nfast_hit_packed][73]}	DFRQJIHDX1	placed	R180	{451.92 73.92 462.56 78.4}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[0][nfast_hit_packed][74]}	DFRQJIHDX1	placed	MY	{467.6 69.44 478.24 73.92}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[0][nfast_hit_packed][75]}	DFRQJIHDX1	placed	MY	{449.12 60.48 459.76 64.96}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[0][nfast_hit_packed][76]}	DFRQJIHDX1	placed	MY	{433.44 69.44 444.08 73.92}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[0][nfast_hit_packed][77]}	DFRQJIHDX1	placed	R0	{468.72 168.0 479.36 172.48}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[0][nfast_hit_packed][78]}	DFRQJIHDX1	placed	R180	{543.76 190.4 554.4 194.88}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[0][nfast_hit_packed][79]}	DFRQJIHDX1	placed	R180	{538.72 172.48 549.36 176.96}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[0][nfast_hit_packed][7]}	DFRQJIHDX1	placed	MY	{347.2 150.08 357.84 154.56}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[0][nfast_hit_packed][80]}	DFRQJIHDX1	placed	MX	{529.2 163.52 539.84 168.0}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[0][nfast_hit_packed][81]}	DFRQJIHDX1	placed	MX	{531.44 154.56 542.08 159.04}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[0][nfast_hit_packed][82]}	DFRQJIHDX1	placed	R0	{523.6 203.84 534.24 208.32}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[0][nfast_hit_packed][83]}	DFRQJIHDX1	placed	MY	{462.56 159.04 473.2 163.52}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[0][nfast_hit_packed][84]}	DFRQJIHDX1	placed	MY	{375.2 168.0 385.84 172.48}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[0][nfast_hit_packed][85]}	DFRQJIHDX1	placed	MY	{366.8 221.76 377.44 226.24}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[0][nfast_hit_packed][86]}	DFRQJIHDX1	placed	R0	{397.04 159.04 407.68 163.52}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[0][nfast_hit_packed][87]}	DFRQJIHDX1	placed	MX	{400.96 217.28 411.6 221.76}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[0][nfast_hit_packed][88]}	DFRQJIHDX1	placed	R0	{386.96 168.0 397.6 172.48}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[0][nfast_hit_packed][89]}	DFRQJIHDX1	placed	MX	{388.08 217.28 398.72 221.76}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[0][nfast_hit_packed][8]}	DFRQJIHDX1	placed	R0	{360.08 132.16 370.72 136.64}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[0][nfast_hit_packed][90]}	DFRQJIHDX1	placed	R0	{447.44 168.0 458.08 172.48}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[0][nfast_hit_packed][91]}	DFRQJIHDX1	placed	MX	{445.76 181.44 456.4 185.92}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[0][nfast_hit_packed][92]}	DFRQJIHDX1	placed	MY	{467.04 194.88 477.68 199.36}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[0][nfast_hit_packed][93]}	DFRQJIHDX1	placed	MY	{440.72 203.84 451.36 208.32}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[0][nfast_hit_packed][94]}	DFRQJIHDX1	placed	MY	{443.52 194.88 454.16 199.36}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[0][nfast_hit_packed][95]}	DFRQJIHDX1	placed	MY	{466.48 185.92 477.12 190.4}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[0][nfast_hit_packed][96]}	DFRQJIHDX1	placed	MX	{437.92 217.28 448.56 221.76}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[0][nfast_hit_packed][97]}	DFRQJIHDX1	placed	MY	{463.12 212.8 473.76 217.28}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[0][nfast_hit_packed][98]}	DFRQJIHDX1	placed	R0	{184.8 266.56 195.44 271.04}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[0][nfast_hit_packed][99]}	DFRQJIHDX1	placed	MX	{223.44 271.04 234.08 275.52}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[0][nfast_hit_packed][9]}	DFRQJIHDX1	placed	MX	{348.88 145.6 359.52 150.08}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[0][nslow_snap][0]}	DFRQJIHDX1	placed	MX	{720.72 271.04 731.36 275.52}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[0][nslow_snap][1]}	DFRQJIHDX1	placed	MX	{730.24 262.08 740.88 266.56}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[0][nslow_snap][2]}	DFRQJIHDX1	placed	R0	{714.0 239.68 724.64 244.16}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[0][nslow_snap][3]}	DFRQJIHDX1	placed	MX	{743.68 226.24 754.32 230.72}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[0][nslow_snap][4]}	DFRQJIHDX1	placed	MX	{721.28 235.2 731.92 239.68}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[0][nslow_snap][5]}	DFRQJIHDX1	placed	MX	{720.16 253.12 730.8 257.6}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[0][nslow_snap][6]}	DFRQJIHDX1	placed	MX	{721.28 280.0 731.92 284.48}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[0][phase0_snap]}	DFRQJIHDX1	placed	MX	{717.92 288.96 728.56 293.44}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[0][row_nonzero][0]}	DFRQJIHDX1	placed	R0	{596.4 365.12 607.04 369.6}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[0][row_nonzero][1]}	DFRQJIHDX1	placed	R0	{575.12 383.04 585.76 387.52}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[0][row_nonzero][2]}	DFRQJIHDX1	placed	MX	{558.32 369.6 568.96 374.08}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[0][row_nonzero][3]}	DFRQJIHDX1	placed	R0	{544.32 400.96 554.96 405.44}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[0][row_nonzero][4]}	DFRQJIHDX1	placed	R0	{596.96 392.0 607.6 396.48}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[0][row_nonzero][5]}	DFRQJIHDX1	placed	R0	{580.16 392.0 590.8 396.48}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[0][row_nonzero][6]}	DFRQJIHDX1	placed	MY	{563.92 383.04 574.56 387.52}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[0][row_nonzero][7]}	DFRQJIHDX1	placed	MX	{539.84 396.48 550.48 400.96}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[0][stop_slow_phase_disc][0]}	DFRQJIHDX1	placed	R0	{715.68 329.28 726.32 333.76}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[0][stop_slow_phase_disc][1]}	DFRQJIHDX1	placed	MX	{726.32 342.72 736.96 347.2}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[0][stop_slow_phase_disc][2]}	DFRQJIHDX1	placed	MX	{723.52 333.76 734.16 338.24}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][flags][closed_by_fast_maxhit]}	DFRQJIHDX1	placed	R0	{728.0 365.12 738.64 369.6}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][flags][closed_by_maxhits]}	DFRQJIHDX1	placed	MX	{735.84 324.8 746.48 329.28}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][flags][closed_by_watchdog]}	DFRQJIHDX1	placed	MX	{710.08 306.88 720.72 311.36}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][hit_count][0]}	DFRQJIHDX1	placed	MX	{716.24 378.56 726.88 383.04}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][hit_count][1]}	DFRQJIHDX1	placed	MY	{718.48 392.0 729.12 396.48}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][hit_count][2]}	DFRQJIHDX1	placed	R0	{740.88 392.0 751.52 396.48}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][hit_count][3]}	DFRQJIHDX1	placed	MY	{716.24 383.04 726.88 387.52}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][hit_level][0]}	DFRQJIHDX1	placed	R0	{640.64 194.88 651.28 199.36}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][hit_level][10]}	DFRQJIHDX1	placed	MY	{613.76 194.88 624.4 199.36}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][hit_level][11]}	DFRQJIHDX1	placed	R0	{661.92 266.56 672.56 271.04}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][hit_level][12]}	DFRQJIHDX1	placed	MX	{639.52 208.32 650.16 212.8}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][hit_level][13]}	DFRQJIHDX1	placed	R180	{653.52 288.96 664.16 293.44}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][hit_level][14]}	DFRQJIHDX1	placed	R0	{629.44 257.6 640.08 262.08}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][hit_level][15]}	DFRQJIHDX1	placed	MX	{659.68 271.04 670.32 275.52}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][hit_level][16]}	DFRQJIHDX1	placed	MX	{595.84 235.2 606.48 239.68}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][hit_level][17]}	DFRQJIHDX1	placed	MX	{600.88 297.92 611.52 302.4}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][hit_level][18]}	DFRQJIHDX1	placed	R0	{596.4 257.6 607.04 262.08}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][hit_level][19]}	DFRQJIHDX1	placed	R180	{596.4 288.96 607.04 293.44}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][hit_level][1]}	DFRQJIHDX1	placed	R0	{659.12 248.64 669.76 253.12}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][hit_level][20]}	DFRQJIHDX1	placed	R0	{607.6 284.48 618.24 288.96}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][hit_level][21]}	DFRQJIHDX1	placed	MY	{575.12 311.36 585.76 315.84}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][hit_level][22]}	DFRQJIHDX1	placed	MX	{611.52 271.04 622.16 275.52}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][hit_level][23]}	DFRQJIHDX1	placed	MX	{576.24 315.84 586.88 320.32}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][hit_level][24]}	DFRQJIHDX1	placed	MX	{560.0 333.76 570.64 338.24}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][hit_level][25]}	DFRQJIHDX1	placed	R0	{583.52 347.2 594.16 351.68}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][hit_level][26]}	DFRQJIHDX1	placed	R0	{564.48 320.32 575.12 324.8}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][hit_level][27]}	DFRQJIHDX1	placed	R0	{595.28 347.2 605.92 351.68}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][hit_level][28]}	DFRQJIHDX1	placed	R0	{562.8 311.36 573.44 315.84}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][hit_level][29]}	DFRQJIHDX1	placed	MX	{587.44 351.68 598.08 356.16}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][hit_level][2]}	DFRQJIHDX1	placed	R0	{631.12 168.0 641.76 172.48}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][hit_level][30]}	DFRQJIHDX1	placed	MX	{589.12 315.84 599.76 320.32}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][hit_level][31]}	DFRQJIHDX1	placed	MX	{575.68 351.68 586.32 356.16}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][hit_level][32]}	DFRQJIHDX1	placed	R0	{644.56 517.44 655.2 521.92}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][hit_level][33]}	DFRQJIHDX1	placed	MY	{642.32 544.32 652.96 548.8}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][hit_level][34]}	DFRQJIHDX1	placed	MX	{650.72 459.2 661.36 463.68}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][hit_level][35]}	DFRQJIHDX1	placed	R0	{647.92 535.36 658.56 539.84}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][hit_level][36]}	DFRQJIHDX1	placed	R0	{631.12 544.32 641.76 548.8}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][hit_level][37]}	DFRQJIHDX1	placed	MX	{664.16 530.88 674.8 535.36}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][hit_level][38]}	DFRQJIHDX1	placed	MX	{613.2 486.08 623.84 490.56}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][hit_level][39]}	DFRQJIHDX1	placed	R0	{665.84 508.48 676.48 512.96}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][hit_level][3]}	DFRQJIHDX1	placed	R0	{659.68 239.68 670.32 244.16}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][hit_level][40]}	DFRQJIHDX1	placed	MX	{641.76 557.76 652.4 562.24}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][hit_level][41]}	DFRQJIHDX1	placed	R0	{668.08 499.52 678.72 504.0}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][hit_level][42]}	DFRQJIHDX1	placed	R180	{638.96 566.72 649.6 571.2}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][hit_level][43]}	DFRQJIHDX1	placed	MY	{656.32 481.6 666.96 486.08}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][hit_level][44]}	DFRQJIHDX1	placed	R0	{635.6 571.2 646.24 575.68}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][hit_level][45]}	DFRQJIHDX1	placed	R180	{641.76 512.96 652.4 517.44}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][hit_level][46]}	DFRQJIHDX1	placed	R0	{645.68 472.64 656.32 477.12}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][hit_level][47]}	DFRQJIHDX1	placed	R0	{631.12 481.6 641.76 486.08}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][hit_level][48]}	DFRQJIHDX1	placed	R0	{585.76 463.68 596.4 468.16}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][hit_level][49]}	DFRQJIHDX1	placed	R0	{582.4 508.48 593.04 512.96}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][hit_level][4]}	DFRQJIHDX1	placed	MX	{642.32 181.44 652.96 185.92}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][hit_level][50]}	DFRQJIHDX1	placed	R0	{548.8 463.68 559.44 468.16}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][hit_level][51]}	DFRQJIHDX1	placed	R0	{582.4 490.56 593.04 495.04}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][hit_level][52]}	DFRQJIHDX1	placed	MX	{607.04 495.04 617.68 499.52}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][hit_level][53]}	DFRQJIHDX1	placed	MX	{582.4 495.04 593.04 499.52}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][hit_level][54]}	DFRQJIHDX1	placed	MY	{599.76 472.64 610.4 477.12}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][hit_level][55]}	DFRQJIHDX1	placed	R0	{581.84 481.6 592.48 486.08}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][hit_level][56]}	DFRQJIHDX1	placed	MX	{547.68 414.4 558.32 418.88}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][hit_level][57]}	DFRQJIHDX1	placed	MX	{591.36 459.2 602.0 463.68}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][hit_level][58]}	DFRQJIHDX1	placed	MX	{559.44 414.4 570.08 418.88}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][hit_level][59]}	DFRQJIHDX1	placed	R0	{584.64 445.76 595.28 450.24}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][hit_level][5]}	DFRQJIHDX1	placed	MY	{661.92 257.6 672.56 262.08}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][hit_level][60]}	DFRQJIHDX1	placed	R0	{581.84 418.88 592.48 423.36}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][hit_level][61]}	DFRQJIHDX1	placed	MX	{588.0 441.28 598.64 445.76}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][hit_level][62]}	DFRQJIHDX1	placed	MX	{574.56 414.4 585.2 418.88}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][hit_level][63]}	DFRQJIHDX1	placed	R0	{582.4 436.8 593.04 441.28}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][hit_level][6]}	DFRQJIHDX1	placed	R0	{646.8 230.72 657.44 235.2}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][hit_level][7]}	DFRQJIHDX1	placed	MX	{664.72 262.08 675.36 266.56}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][hit_level][8]}	DFRQJIHDX1	placed	MX	{594.72 226.24 605.36 230.72}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][hit_level][9]}	DFRQJIHDX1	placed	MY	{655.2 275.52 665.84 280.0}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][nfast_hit_packed][0]}	DFRQJIHDX1	placed	MX	{367.36 109.76 378.0 114.24}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][nfast_hit_packed][100]}	DFRQJIHDX1	placed	R0	{229.04 275.52 239.68 280.0}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][nfast_hit_packed][101]}	DFRQJIHDX1	placed	MX	{207.2 262.08 217.84 266.56}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][nfast_hit_packed][102]}	DFRQJIHDX1	placed	R0	{188.72 293.44 199.36 297.92}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][nfast_hit_packed][103]}	DFRQJIHDX1	placed	MX	{185.36 288.96 196.0 293.44}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][nfast_hit_packed][104]}	DFRQJIHDX1	placed	MX	{170.8 297.92 181.44 302.4}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][nfast_hit_packed][105]}	DFRQJIHDX1	placed	MY	{272.16 266.56 282.8 271.04}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][nfast_hit_packed][106]}	DFRQJIHDX1	placed	R180	{283.36 297.92 294.0 302.4}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][nfast_hit_packed][107]}	DFRQJIHDX1	placed	MX	{259.28 306.88 269.92 311.36}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][nfast_hit_packed][108]}	DFRQJIHDX1	placed	R180	{277.2 288.96 287.84 293.44}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][nfast_hit_packed][109]}	DFRQJIHDX1	placed	MX	{281.12 306.88 291.76 311.36}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][nfast_hit_packed][10]}	DFRQJIHDX1	placed	R180	{333.76 163.52 344.4 168.0}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][nfast_hit_packed][110]}	DFRQJIHDX1	placed	MX	{261.52 262.08 272.16 266.56}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][nfast_hit_packed][111]}	DFRQJIHDX1	placed	MX	{304.08 306.88 314.72 311.36}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][nfast_hit_packed][112]}	DFRQJIHDX1	placed	MY	{336.0 248.64 346.64 253.12}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][nfast_hit_packed][113]}	DFRQJIHDX1	placed	MY	{364.56 266.56 375.2 271.04}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][nfast_hit_packed][114]}	DFRQJIHDX1	placed	MY	{357.28 248.64 367.92 253.12}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][nfast_hit_packed][115]}	DFRQJIHDX1	placed	R0	{338.24 266.56 348.88 271.04}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][nfast_hit_packed][116]}	DFRQJIHDX1	placed	R0	{355.04 257.6 365.68 262.08}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][nfast_hit_packed][117]}	DFRQJIHDX1	placed	R0	{302.96 230.72 313.6 235.2}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][nfast_hit_packed][118]}	DFRQJIHDX1	placed	MX	{325.36 235.2 336.0 239.68}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][nfast_hit_packed][119]}	DFRQJIHDX1	placed	R0	{308.56 275.52 319.2 280.0}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][nfast_hit_packed][11]}	DFRQJIHDX1	placed	MX	{344.96 163.52 355.6 168.0}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][nfast_hit_packed][120]}	DFRQJIHDX1	placed	R0	{319.2 293.44 329.84 297.92}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][nfast_hit_packed][121]}	DFRQJIHDX1	placed	R0	{315.84 320.32 326.48 324.8}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][nfast_hit_packed][122]}	DFRQJIHDX1	placed	MX	{322.56 297.92 333.2 302.4}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][nfast_hit_packed][123]}	DFRQJIHDX1	placed	R0	{305.76 248.64 316.4 253.12}
{u_core_u_ctx_bank_ctx_snapshot_q_reg[1][nfast_hit_packed][124]}	DFRQJIHDX1	placed	R0	{310.8 257.6 321.44 262.08}
