instance	master	placement_status	orientation	box
g8907	AND4JIHDX1	placed	MY	{1089.76 669.76 1093.68 674.24}
g8908	NA4JIHDX1	placed	MX	{675.92 602.56 679.28 607.04}
g8909	NA4JIHDX1	placed	R0	{847.84 660.8 851.2 665.28}
g8910	NA4JIHDX1	placed	R0	{876.96 795.2 880.32 799.68}
g8911	NA4JIHDX1	placed	MY	{889.84 454.72 893.2 459.2}
g8912	AND4JIHDX1	placed	R0	{716.24 571.2 720.16 575.68}
g8913	NA4JIHDX1	placed	MX	{882.0 844.48 885.36 848.96}
g8914	NA4JIHDX1	placed	MY	{820.96 804.16 824.32 808.64}
g8915	NA4JIHDX1	placed	MY	{873.04 669.76 876.4 674.24}
g8916	NA4JIHDX1	placed	R180	{848.96 468.16 852.32 472.64}
g8917	AND4JIHDX1	placed	MY	{882.0 732.48 885.92 736.96}
g8918	NA4JIHDX1	placed	R0	{939.68 499.52 943.04 504.0}
g8919	NA4JIHDX1	placed	MY	{1050.0 651.84 1053.36 656.32}
g8920	NA4JIHDX1	placed	R0	{1001.28 660.8 1004.64 665.28}
g8921	NA4JIHDX1	placed	R0	{936.88 660.8 940.24 665.28}
g8922	NA4JIHDX1	placed	MY	{1040.48 804.16 1043.84 808.64}
g8923	AND4JIHDX1	placed	R180	{1097.04 602.56 1100.96 607.04}
g8924	NA4JIHDX1	placed	MX	{1004.64 835.52 1008.0 840.0}
g8925	NA4JIHDX1	placed	MY	{1047.76 535.36 1051.12 539.84}
g8926	NA4JIHDX1	placed	R0	{917.84 804.16 921.2 808.64}
g8927	NA4JIHDX1	placed	R180	{832.16 719.04 835.52 723.52}
g8928	NA4JIHDX1	placed	R180	{786.8 656.32 790.16 660.8}
g8929	NA4JIHDX1	placed	MX	{694.4 647.36 697.76 651.84}
g8930	AND4JIHDX1	placed	MY	{1107.68 759.36 1111.6 763.84}
g8931	NA4JIHDX1	placed	R180	{827.68 835.52 831.04 840.0}
g8932	NA4JIHDX1	placed	R180	{782.32 754.88 785.68 759.36}
g8933	NA4JIHDX1	placed	R180	{1105.44 441.28 1108.8 445.76}
g8934	AND4JIHDX1	placed	R180	{806.4 656.32 810.32 660.8}
g8935	NA4JIHDX1	placed	MY	{1089.76 544.32 1093.12 548.8}
g8936	AND4JIHDX1	placed	MX	{814.24 728.0 818.16 732.48}
g8937	NA4JIHDX1	placed	R180	{733.6 647.36 736.96 651.84}
g8938	NA4JIHDX1	placed	R180	{918.96 539.84 922.32 544.32}
g8939	NA4JIHDX1	placed	R0	{649.04 642.88 652.4 647.36}
g8940	NA4JIHDX1	placed	R0	{850.08 777.28 853.44 781.76}
g8941	NA4JIHDX1	placed	R0	{857.36 822.08 860.72 826.56}
g8942	NA4JIHDX1	placed	R180	{784.0 790.72 787.36 795.2}
g8943	NA4JIHDX1	placed	MY	{1035.44 624.96 1038.8 629.44}
g8944	AND4JIHDX1	placed	MX	{851.76 736.96 855.68 741.44}
g8945	AND4JIHDX1	placed	R0	{733.6 571.2 737.52 575.68}
g8946	NA4JIHDX1	placed	MX	{1001.84 638.4 1005.2 642.88}
g8947	NA4JIHDX1	placed	R180	{941.92 539.84 945.28 544.32}
g8948	NA4JIHDX1	placed	R0	{932.96 651.84 936.32 656.32}
g8949	NA4JIHDX1	placed	R0	{934.08 454.72 937.44 459.2}
g8950	NA4JIHDX1	placed	R180	{827.12 754.88 830.48 759.36}
g8951	NA4JIHDX1	placed	R180	{846.16 450.24 849.52 454.72}
g8952	AND4JIHDX1	placed	MY	{1073.52 607.04 1077.44 611.52}
g8953	NA4JIHDX1	placed	R180	{799.68 835.52 803.04 840.0}
g8954	NA4JIHDX1	placed	R180	{763.28 754.88 766.64 759.36}
g8955	NA4JIHDX1	placed	R180	{1081.36 530.88 1084.72 535.36}
g8956	AND4JIHDX1	placed	R0	{782.88 732.48 786.8 736.96}
g8957	NA4JIHDX1	placed	R180	{897.12 539.84 900.48 544.32}
g8958	NA4JIHDX1	placed	R180	{1010.8 602.56 1014.16 607.04}
g8959	NA4JIHDX1	placed	R0	{974.4 616.0 977.76 620.48}
g8960	NA4JIHDX1	placed	MX	{913.36 593.6 916.72 598.08}
g8961	NA4JIHDX1	placed	MY	{1046.64 669.76 1050.0 674.24}
g8962	AND4JIHDX1	placed	MY	{997.36 580.16 1001.28 584.64}
g8963	NA4JIHDX1	placed	MX	{1001.28 674.24 1004.64 678.72}
g8964	NA4JIHDX1	placed	MX	{991.2 539.84 994.56 544.32}
g8965	NA4JIHDX1	placed	MX	{931.28 674.24 934.64 678.72}
g8966	NA4JIHDX1	placed	MX	{700.56 799.68 703.92 804.16}
g8967	AND4JIHDX1	placed	MY	{1101.52 624.96 1105.44 629.44}
g8968	NA4JIHDX1	placed	R180	{1099.84 450.24 1103.2 454.72}
g8969	NA4JIHDX1	placed	R180	{721.84 835.52 725.2 840.0}
g8970	NA4JIHDX1	placed	MX	{654.08 799.68 657.44 804.16}
g8971	NA4JIHDX1	placed	MX	{1033.76 611.52 1037.12 616.0}
g8972	NA4JIHDX1	placed	MX	{989.52 629.44 992.88 633.92}
g8973	NA4JIHDX1	placed	MX	{842.24 692.16 845.6 696.64}
g8974	NA4JIHDX1	placed	R0	{916.72 633.92 920.08 638.4}
g8975	AND4JIHDX1	placed	R180	{719.6 754.88 723.52 759.36}
g8976	NA4JIHDX1	placed	MY	{870.8 544.32 874.16 548.8}
g8977	AND4JIHDX1	placed	MY	{1039.36 589.12 1043.28 593.6}
g8978	NA4JIHDX1	placed	R180	{873.6 692.16 876.96 696.64}
g8979	NA4JIHDX1	placed	R180	{1001.28 539.84 1004.64 544.32}
g8980	NA4JIHDX1	placed	MY	{784.0 696.64 787.36 701.12}
g8981	NA4JIHDX1	placed	R180	{1045.52 781.76 1048.88 786.24}
g8982	NA4JIHDX1	placed	R0	{997.36 786.24 1000.72 790.72}
g8983	NA4JIHDX1	placed	R0	{934.08 777.28 937.44 781.76}
g8984	NA4JIHDX1	placed	MX	{692.72 772.8 696.08 777.28}
g8985	AND4JIHDX1	placed	R180	{1098.16 763.84 1102.08 768.32}
g8986	NA4JIHDX1	placed	R180	{1045.52 683.2 1048.88 687.68}
g8987	AND4JIHDX1	placed	MY	{806.4 687.68 810.32 692.16}
g8988	NA4JIHDX1	placed	R180	{1015.84 539.84 1019.2 544.32}
g8989	NA4JIHDX1	placed	MY	{742.0 822.08 745.36 826.56}
g8990	NA4JIHDX1	placed	MX	{647.92 763.84 651.28 768.32}
g8991	NA4JIHDX1	placed	R180	{907.76 450.24 911.12 454.72}
g8992	NA4JIHDX1	placed	R0	{939.68 598.08 943.04 602.56}
g8993	NA4JIHDX1	placed	R0	{953.68 616.0 957.04 620.48}
g8994	NA4JIHDX1	placed	R0	{992.88 687.68 996.24 692.16}
g8995	NA4JIHDX1	placed	MX	{886.48 593.6 889.84 598.08}
g8996	AND4JIHDX1	placed	R180	{735.28 736.96 739.2 741.44}
g8997	NA4JIHDX1	placed	R180	{911.12 512.96 914.48 517.44}
g8998	AND4JIHDX1	placed	MX	{958.16 575.68 962.08 580.16}
g8999	NA4JIHDX1	placed	R180	{970.48 539.84 973.84 544.32}
g9000	NA4JIHDX1	placed	MX	{683.2 692.16 686.56 696.64}
g9001	NA4JIHDX1	placed	MY	{741.44 687.68 744.8 692.16}
g9002	NA4JIHDX1	placed	MX	{649.04 692.16 652.4 696.64}
g9003	NA4JIHDX1	placed	MX	{691.6 736.96 694.96 741.44}
g9004	AND4JIHDX1	placed	MY	{769.44 562.24 773.36 566.72}
g9005	NA4JIHDX1	placed	R0	{891.52 490.56 894.88 495.04}
g9006	NA4JIHDX1	placed	R180	{770.0 835.52 773.36 840.0}
g9007	NA4JIHDX1	placed	MX	{643.44 736.96 646.8 741.44}
g9008	NA4JIHDX1	placed	R0	{937.44 687.68 940.8 692.16}
g9009	NA4JIHDX1	placed	MY	{1048.32 768.32 1051.68 772.8}
g9010	NA4JIHDX1	placed	MX	{692.16 710.08 695.52 714.56}
g9011	AN221JIHDX1	placed	R0	{1027.04 293.44 1031.52 297.92}
g9012	AN221JIHDX1	placed	MY	{1015.28 356.16 1019.76 360.64}
g9013	AN221JIHDX1	placed	R0	{841.68 275.52 846.16 280.0}
g9014	AN221JIHDX1	placed	R0	{825.44 275.52 829.92 280.0}
g9015	AND2JIHDX1	placed	MY	{866.32 499.52 869.12 504.0}
g9016	AN221JIHDX1	placed	MX	{983.92 369.6 988.4 374.08}
g9017	AN221JIHDX1	placed	MY	{1020.32 374.08 1024.8 378.56}
g9018	AND2JIHDX1	placed	R0	{790.16 589.12 792.96 593.6}
g9019	AN221JIHDX1	placed	MX	{980.0 351.68 984.48 356.16}
g9020	AN221JIHDX1	placed	MX	{1028.72 378.56 1033.2 383.04}
g9021	AN221JIHDX1	placed	MX	{842.24 288.96 846.72 293.44}
g9022	AN221JIHDX1	placed	MY	{825.44 284.48 829.92 288.96}
g9023	AND2JIHDX1	placed	R180	{837.2 486.08 840.0 490.56}
g9024	AN221JIHDX1	placed	MX	{841.68 333.76 846.16 338.24}
g9025	AN221JIHDX1	placed	MY	{824.32 329.28 828.8 333.76}
g9026	AN221JIHDX1	placed	MY	{984.48 302.4 988.96 306.88}
g9027	AN221JIHDX1	placed	R0	{983.92 374.08 988.4 378.56}
g9028	AN221JIHDX1	placed	R180	{1020.88 378.56 1025.36 383.04}
g9029	AN221JIHDX1	placed	MY	{980.0 347.2 984.48 351.68}
g9030	AND2JIHDX1	placed	MY	{856.8 633.92 859.6 638.4}
g9031	AN221JIHDX1	placed	R0	{905.52 320.32 910.0 324.8}
g9032	AN221JIHDX1	placed	R0	{916.16 320.32 920.64 324.8}
g9033	AN221JIHDX1	placed	MY	{850.64 194.88 855.12 199.36}
g9034	AN221JIHDX1	placed	R180	{832.16 226.24 836.64 230.72}
g9035	AND2JIHDX1	placed	MX	{829.92 638.4 832.72 642.88}
g9036	AN221JIHDX1	placed	MX	{983.92 324.8 988.4 329.28}
g9037	AN221JIHDX1	placed	R180	{1018.08 324.8 1022.56 329.28}
g9038	AN221JIHDX1	placed	R0	{905.52 293.44 910.0 297.92}
g9039	AN221JIHDX1	placed	MX	{916.16 297.92 920.64 302.4}
g9040	AN221JIHDX1	placed	MY	{846.72 239.68 851.2 244.16}
g9041	AN221JIHDX1	placed	MX	{837.76 235.2 842.24 239.68}
g9042	AN221JIHDX1	placed	R180	{841.12 342.72 845.6 347.2}
g9043	AN221JIHDX1	placed	MY	{826.56 347.2 831.04 351.68}
g9044	AN221JIHDX1	placed	MX	{988.4 288.96 992.88 293.44}
g9045	AN221JIHDX1	placed	R180	{1020.32 280.0 1024.8 284.48}
g9046	AN221JIHDX1	placed	MY	{903.84 266.56 908.32 271.04}
g9047	AN221JIHDX1	placed	R0	{1023.68 230.72 1028.16 235.2}
g9048	AN221JIHDX1	placed	MX	{986.72 271.04 991.2 275.52}
g9049	AN221JIHDX1	placed	R180	{1020.88 271.04 1025.36 275.52}
g9050	AN221JIHDX1	placed	R0	{897.12 203.84 901.6 208.32}
g9051	AN221JIHDX1	placed	MX	{892.08 235.2 896.56 239.68}
g9052	AN221JIHDX1	placed	MY	{896.0 347.2 900.48 351.68}
g9053	AN221JIHDX1	placed	MX	{883.12 378.56 887.6 383.04}
g9054	AN221JIHDX1	placed	MY	{986.16 266.56 990.64 271.04}
g9055	AN221JIHDX1	placed	MX	{1024.24 253.12 1028.72 257.6}
g9056	AN221JIHDX1	placed	R180	{850.64 208.32 855.12 212.8}
g9057	AN221JIHDX1	placed	MY	{832.16 221.76 836.64 226.24}
g9058	AND2JIHDX1	placed	R180	{846.16 360.64 848.96 365.12}
g9059	AN221JIHDX1	placed	R180	{950.32 351.68 954.8 356.16}
g9060	AN221JIHDX1	placed	MX	{974.96 199.36 979.44 203.84}
g9061	AN221JIHDX1	placed	MX	{985.04 226.24 989.52 230.72}
g9062	AN221JIHDX1	placed	R0	{947.52 374.08 952.0 378.56}
g9063	AN221JIHDX1	placed	R180	{983.36 315.84 987.84 320.32}
g9064	AN221JIHDX1	placed	MY	{985.6 203.84 990.08 208.32}
g9065	AN221JIHDX1	placed	R0	{916.72 275.52 921.2 280.0}
g9066	AN221JIHDX1	placed	R0	{1027.6 311.36 1032.08 315.84}
g9067	AN221JIHDX1	placed	MX	{943.04 199.36 947.52 203.84}
g9068	AN221JIHDX1	placed	MX	{953.68 226.24 958.16 230.72}
g9069	AN221JIHDX1	placed	MX	{841.68 315.84 846.16 320.32}
g9070	AN221JIHDX1	placed	R180	{823.2 315.84 827.68 320.32}
g9072	AND2JIHDX1	placed	MX	{798.0 369.6 800.8 374.08}
g9073	AN221JIHDX1	placed	MX	{988.4 199.36 992.88 203.84}
g9074	AN221JIHDX1	placed	R180	{1021.44 226.24 1025.92 230.72}
g9075	AN221JIHDX1	placed	R0	{909.44 203.84 913.92 208.32}
g9076	AN221JIHDX1	placed	MX	{909.44 226.24 913.92 230.72}
g9077	AN221JIHDX1	placed	R180	{843.36 253.12 847.84 257.6}
g9078	AN221JIHDX1	placed	R180	{834.4 262.08 838.88 266.56}
g9079	AN221JIHDX1	placed	R0	{909.44 347.2 913.92 351.68}
g9080	AN221JIHDX1	placed	MY	{918.4 374.08 922.88 378.56}
g9081	AN221JIHDX1	placed	R0	{842.24 302.4 846.72 306.88}
g9082	AN221JIHDX1	placed	MY	{824.32 311.36 828.8 315.84}
g9083	AN22JIHDX1	placed	MY	{699.44 705.6 702.8 710.08}
g9084	AN22JIHDX1	placed	MY	{1053.36 768.32 1056.72 772.8}
g9085	AN22JIHDX1	placed	MX	{764.96 736.96 768.32 741.44}
g9086	AN22JIHDX1	placed	MX	{764.96 728.0 768.32 732.48}
g9087	AN22JIHDX1	placed	R0	{987.28 768.32 990.64 772.8}
g9088	AN22JIHDX1	placed	R0	{990.64 768.32 994.0 772.8}
g9089	AN22JIHDX1	placed	R180	{1002.4 772.8 1005.76 777.28}
g9090	AN22JIHDX1	placed	MY	{691.04 714.56 694.4 719.04}
g9091	AN22JIHDX1	placed	MX	{1013.6 772.8 1016.96 777.28}
g9092	AN22JIHDX1	placed	R0	{758.24 714.56 761.6 719.04}
g9093	AN22JIHDX1	placed	R0	{919.52 687.68 922.88 692.16}
g9094	AN22JIHDX1	placed	MY	{857.92 741.44 861.28 745.92}
g9095	AN22JIHDX1	placed	MX	{757.12 728.0 760.48 732.48}
g9096	AN22JIHDX1	placed	MY	{940.24 768.32 943.6 772.8}
g9097	AN22JIHDX1	placed	MX	{933.52 754.88 936.88 759.36}
g9098	AN22JIHDX1	placed	MX	{908.32 763.84 911.68 768.32}
g9099	AN22JIHDX1	placed	R0	{923.44 759.36 926.8 763.84}
g9100	AN22JIHDX1	placed	MX	{683.76 710.08 687.12 714.56}
g9101	AN22JIHDX1	placed	R180	{873.6 530.88 876.96 535.36}
g9102	AN22JIHDX1	placed	R0	{1108.24 723.52 1111.6 728.0}
g9103	AN22JIHDX1	placed	MY	{1126.72 723.52 1130.08 728.0}
g9104	AN22JIHDX1	placed	R0	{676.48 705.6 679.84 710.08}
g9105	AN22JIHDX1	placed	MY	{865.76 562.24 869.12 566.72}
g9106	AN22JIHDX1	placed	MX	{1103.2 719.04 1106.56 723.52}
g9107	AN22JIHDX1	placed	R180	{1109.92 736.96 1113.28 741.44}
g9108	AN22JIHDX1	placed	MX	{859.6 521.92 862.96 526.4}
g9109	AN22JIHDX1	placed	R180	{1085.84 647.36 1089.2 651.84}
g9110	AN22JIHDX1	placed	R0	{1094.8 499.52 1098.16 504.0}
g9111	AN22JIHDX1	placed	R0	{860.72 535.36 864.08 539.84}
g9112	AN22JIHDX1	placed	R180	{1119.44 495.04 1122.8 499.52}
g9113	AN22JIHDX1	placed	MX	{1037.12 701.12 1040.48 705.6}
g9114	AN22JIHDX1	placed	R180	{1109.36 495.04 1112.72 499.52}
g9115	AN22JIHDX1	placed	MY	{754.32 678.72 757.68 683.2}
g9116	AN22JIHDX1	placed	R180	{1115.52 504.0 1118.88 508.48}
g9117	AN22JIHDX1	placed	MY	{780.64 481.6 784.0 486.08}
g9118	AN22JIHDX1	placed	R180	{784.56 477.12 787.92 481.6}
g9119	AN22JIHDX1	placed	MY	{1009.68 436.8 1013.04 441.28}
g9120	AN22JIHDX1	placed	MX	{1004.64 450.24 1008.0 454.72}
g9121	AN22JIHDX1	placed	MX	{742.56 683.2 745.92 687.68}
g9122	AN22JIHDX1	placed	R0	{1013.04 418.88 1016.4 423.36}
g9123	AN22JIHDX1	placed	R0	{765.52 490.56 768.88 495.04}
g9124	AN22JIHDX1	placed	MY	{997.36 454.72 1000.72 459.2}
g9125	AN22JIHDX1	placed	MY	{1119.44 642.88 1122.8 647.36}
g9126	AN22JIHDX1	placed	R0	{758.24 490.56 761.6 495.04}
g9127	AO22JIHDX1	placed	R0	{972.16 347.2 976.64 351.68}
g9128	AN22JIHDX1	placed	R0	{734.16 678.72 737.52 683.2}
g9129	AO22JIHDX1	placed	R0	{1009.68 365.12 1014.16 369.6}
g9130	AO22JIHDX1	placed	MY	{869.68 275.52 874.16 280.0}
g9131	AN22JIHDX1	placed	MX	{1011.36 351.68 1014.72 356.16}
g9132	AN22JIHDX1	placed	R180	{1025.36 342.72 1028.72 347.2}
g9133	AN22JIHDX1	placed	MX	{1069.6 701.12 1072.96 705.6}
g9134	AN22JIHDX1	placed	MX	{720.16 683.2 723.52 687.68}
g9135	AN22JIHDX1	placed	R180	{1005.76 342.72 1009.12 347.2}
g9136	AN22JIHDX1	placed	MY	{1043.84 338.24 1047.2 342.72}
g9137	AN22JIHDX1	placed	MY	{1104.88 642.88 1108.24 647.36}
g9138	AO22JIHDX1	placed	R180	{852.32 271.04 856.8 275.52}
g9139	AN22JIHDX1	placed	MY	{873.6 499.52 876.96 504.0}
g9140	AN22JIHDX1	placed	R0	{1038.24 732.48 1041.6 736.96}
g9141	AN22JIHDX1	placed	MX	{1067.36 728.0 1070.72 732.48}
g9142	AN22JIHDX1	placed	MY	{1049.44 741.44 1052.8 745.92}
g9143	AN22JIHDX1	placed	MX	{795.2 280.0 798.56 284.48}
g9144	AN22JIHDX1	placed	R180	{1048.88 728.0 1052.24 732.48}
g9145	AN22JIHDX1	placed	MY	{1108.24 642.88 1111.6 647.36}
g9146	AN22JIHDX1	placed	R0	{642.88 678.72 646.24 683.2}
g9147	AN22JIHDX1	placed	MX	{788.48 271.04 791.84 275.52}
g9148	AN22JIHDX1	placed	MX	{971.6 728.0 974.96 732.48}
g9149	AN22JIHDX1	placed	MY	{990.08 732.48 993.44 736.96}
g9150	AN22JIHDX1	placed	MX	{652.96 710.08 656.32 714.56}
g9151	AN22JIHDX1	placed	R0	{1001.84 732.48 1005.2 736.96}
g9152	AN22JIHDX1	placed	R0	{1015.28 732.48 1018.64 736.96}
g9153	AN22JIHDX1	placed	MX	{769.44 280.0 772.8 284.48}
g9154	AN22JIHDX1	placed	MY	{811.44 275.52 814.8 280.0}
g9155	AN22JIHDX1	placed	R180	{943.6 736.96 946.96 741.44}
g9156	AN22JIHDX1	placed	R0	{933.52 732.48 936.88 736.96}
g9157	AN22JIHDX1	placed	R0	{908.88 741.44 912.24 745.92}
g9158	AN22JIHDX1	placed	MX	{648.48 683.2 651.84 687.68}
g9159	AN22JIHDX1	placed	MX	{923.44 736.96 926.8 741.44}
g9160	AN22JIHDX1	placed	R180	{700.0 781.76 703.36 786.24}
g9161	AN22JIHDX1	placed	R0	{1090.88 687.68 1094.24 692.16}
g9162	AN22JIHDX1	placed	MY	{1127.28 687.68 1130.64 692.16}
g9163	AN22JIHDX1	placed	MX	{635.6 710.08 638.96 714.56}
g9164	AN22JIHDX1	placed	MY	{690.48 759.36 693.84 763.84}
g9165	AN22JIHDX1	placed	MY	{1098.16 687.68 1101.52 692.16}
g9166	AN22JIHDX1	placed	MY	{1108.8 687.68 1112.16 692.16}
g9167	AN22JIHDX1	placed	R180	{1048.88 692.16 1052.24 696.64}
g9168	AN22JIHDX1	placed	MX	{690.48 763.84 693.84 768.32}
g9169	AN22JIHDX1	placed	R180	{786.8 629.44 790.16 633.92}
g9170	AN22JIHDX1	placed	R0	{1096.48 544.32 1099.84 548.8}
g9171	AN22JIHDX1	placed	MX	{677.6 763.84 680.96 768.32}
g9172	AN22JIHDX1	placed	MX	{1115.52 557.76 1118.88 562.24}
g9173	AN22JIHDX1	placed	MX	{1098.72 441.28 1102.08 445.76}
g9174	AN22JIHDX1	placed	R0	{1107.68 526.4 1111.04 530.88}
g9175	AN22JIHDX1	placed	R180	{758.8 584.64 762.16 589.12}
g9176	AN22JIHDX1	placed	R180	{1115.52 548.8 1118.88 553.28}
g9177	AN22JIHDX1	placed	MX	{753.76 826.56 757.12 831.04}
g9178	AN22JIHDX1	placed	R0	{751.52 571.2 754.88 575.68}
g9179	AN22JIHDX1	placed	R180	{1051.12 450.24 1054.48 454.72}
g9180	AN22JIHDX1	placed	MY	{763.84 848.96 767.2 853.44}
g9181	AN22JIHDX1	placed	MX	{1046.08 450.24 1049.44 454.72}
g9182	AN22JIHDX1	placed	MX	{1025.36 450.24 1028.72 454.72}
g9183	AN22JIHDX1	placed	R0	{1069.6 445.76 1072.96 450.24}
g9184	AN22JIHDX1	placed	MX	{722.4 844.48 725.76 848.96}
g9185	AO22JIHDX1	placed	MX	{973.84 360.64 978.32 365.12}
g9186	AN22JIHDX1	placed	R180	{1069.6 271.04 1072.96 275.52}
g9187	AN22JIHDX1	placed	R0	{721.84 831.04 725.2 835.52}
g9188	AN22JIHDX1	placed	MY	{1120.56 436.8 1123.92 441.28}
g9189	AO22JIHDX1	placed	MX	{992.88 387.52 997.36 392.0}
g9190	AN22JIHDX1	placed	R0	{754.88 562.24 758.24 566.72}
g9191	AN22JIHDX1	placed	MY	{763.84 544.32 767.2 548.8}
g9192	AN22JIHDX1	placed	R180	{644.56 772.8 647.92 777.28}
g9193	AN22JIHDX1	placed	MY	{1074.64 365.12 1078.0 369.6}
g9194	AN22JIHDX1	placed	R0	{653.52 777.28 656.88 781.76}
g9195	AN22JIHDX1	placed	MX	{1056.72 369.6 1060.08 374.08}
g9196	AN22JIHDX1	placed	R180	{1090.88 369.6 1094.24 374.08}
g9197	AN22JIHDX1	placed	MY	{1042.72 365.12 1046.08 369.6}
g9198	AN22JIHDX1	placed	R0	{655.76 768.32 659.12 772.8}
g9199	AN22JIHDX1	placed	R180	{1053.92 701.12 1057.28 705.6}
g9200	AN22JIHDX1	placed	MX	{1036.56 745.92 1039.92 750.4}
g9201	AN22JIHDX1	placed	MX	{1106.56 432.32 1109.92 436.8}
g9202	AN22JIHDX1	placed	MX	{634.48 772.8 637.84 777.28}
g9203	AN22JIHDX1	placed	R0	{1066.24 741.44 1069.6 745.92}
g9204	AN22JIHDX1	placed	R180	{1046.08 754.88 1049.44 759.36}
g9205	AN22JIHDX1	placed	R180	{1054.48 495.04 1057.84 499.52}
g9206	AN22JIHDX1	placed	R180	{999.04 584.64 1002.4 589.12}
g9207	AN22JIHDX1	placed	R180	{733.6 754.88 736.96 759.36}
g9208	AN22JIHDX1	placed	R180	{1053.36 754.88 1056.72 759.36}
g9209	AN22JIHDX1	placed	MY	{1114.4 463.68 1117.76 468.16}
g9210	AN22JIHDX1	placed	R180	{900.48 450.24 903.84 454.72}
g9211	AN22JIHDX1	placed	R0	{982.24 741.44 985.6 745.92}
g9212	AN22JIHDX1	placed	R0	{711.2 741.44 714.56 745.92}
g9213	AN22JIHDX1	placed	MX	{990.08 745.92 993.44 750.4}
g9214	AN22JIHDX1	placed	R0	{895.44 463.68 898.8 468.16}
g9215	AN22JIHDX1	placed	MX	{1001.84 754.88 1005.2 759.36}
g9216	AN22JIHDX1	placed	MX	{1013.6 745.92 1016.96 750.4}
g9217	AN22JIHDX1	placed	R180	{731.92 719.04 735.28 723.52}
g9218	AN22JIHDX1	placed	R180	{942.48 745.92 945.84 750.4}
g9219	AN22JIHDX1	placed	R0	{729.68 741.44 733.04 745.92}
g9220	AN22JIHDX1	placed	MY	{932.4 741.44 935.76 745.92}
g9221	AN22JIHDX1	placed	MX	{907.76 745.92 911.12 750.4}
g9222	AN22JIHDX1	placed	MX	{865.2 495.04 868.56 499.52}
g9223	AN22JIHDX1	placed	R0	{897.12 436.8 900.48 441.28}
g9224	AN22JIHDX1	placed	MX	{922.32 745.92 925.68 750.4}
g9225	AN22JIHDX1	placed	R180	{873.6 512.96 876.96 517.44}
g9226	AN22JIHDX1	placed	MX	{1107.68 710.08 1111.04 714.56}
g9227	AN22JIHDX1	placed	MX	{854.56 504.0 857.92 508.48}
g9228	AN22JIHDX1	placed	MY	{1127.84 705.6 1131.2 710.08}
g9229	AN22JIHDX1	placed	R180	{897.68 477.12 901.04 481.6}
g9230	AN22JIHDX1	placed	MX	{1103.76 701.12 1107.12 705.6}
g9231	AN22JIHDX1	placed	R180	{1108.8 701.12 1112.16 705.6}
g9232	AN22JIHDX1	placed	R0	{972.72 705.6 976.08 710.08}
g9233	AN22JIHDX1	placed	MY	{843.36 508.48 846.72 512.96}
g9234	AN22JIHDX1	placed	R0	{1097.04 481.6 1100.4 486.08}
g9235	AN22JIHDX1	placed	R180	{1057.84 405.44 1061.2 409.92}
g9236	AN22JIHDX1	placed	R0	{851.76 517.44 855.12 521.92}
g9237	AN22JIHDX1	placed	MY	{1121.12 481.6 1124.48 486.08}
g9238	AN22JIHDX1	placed	MX	{1101.52 468.16 1104.88 472.64}
g9239	AN22JIHDX1	placed	MY	{774.48 436.8 777.84 441.28}
g9240	AN22JIHDX1	placed	R180	{1113.84 477.12 1117.2 481.6}
g9241	AN22JIHDX1	placed	R0	{1043.84 409.92 1047.2 414.4}
g9242	AN22JIHDX1	placed	R180	{772.8 504.0 776.16 508.48}
g9243	AN22JIHDX1	placed	R0	{1051.12 463.68 1054.48 468.16}
g9244	AN22JIHDX1	placed	MY	{786.24 499.52 789.6 504.0}
g9245	AN22JIHDX1	placed	MX	{1046.64 468.16 1050.0 472.64}
g9246	AN22JIHDX1	placed	MY	{788.48 436.8 791.84 441.28}
g9247	AN22JIHDX1	placed	R0	{1024.24 472.64 1027.6 477.12}
g9248	AN22JIHDX1	placed	MY	{1070.16 463.68 1073.52 468.16}
g9249	AN22JIHDX1	placed	MX	{763.28 495.04 766.64 499.52}
g9250	AO22JIHDX1	placed	MX	{973.84 351.68 978.32 356.16}
g9251	AN22JIHDX1	placed	R0	{757.12 508.48 760.48 512.96}
g9252	AO22JIHDX1	placed	MX	{1009.68 378.56 1014.16 383.04}
g9253	AN22JIHDX1	placed	R0	{747.04 436.8 750.4 441.28}
g9254	AN22JIHDX1	placed	R0	{764.4 436.8 767.76 441.28}
g9255	AO22JIHDX1	placed	R180	{869.12 288.96 873.6 293.44}
g9256	AN22JIHDX1	placed	R180	{1074.64 351.68 1078.0 356.16}
g9257	AN22JIHDX1	placed	R0	{1056.72 347.2 1060.08 351.68}
g9258	AN22JIHDX1	placed	R180	{1026.48 414.4 1029.84 418.88}
g9259	AN22JIHDX1	placed	R0	{1089.76 356.16 1093.12 360.64}
g9260	AN22JIHDX1	placed	MY	{1043.84 356.16 1047.2 360.64}
g9261	AO22JIHDX1	placed	R180	{851.76 288.96 856.24 293.44}
g9262	AN22JIHDX1	placed	MX	{1037.12 719.04 1040.48 723.52}
g9263	AN22JIHDX1	placed	MX	{991.2 710.08 994.56 714.56}
g9264	AN22JIHDX1	placed	R0	{1071.28 714.56 1074.64 719.04}
g9265	AN22JIHDX1	placed	MY	{1047.76 714.56 1051.12 719.04}
g9266	AO22JIHDX1	placed	MY	{859.6 329.28 864.08 333.76}
g9267	AN22JIHDX1	placed	MY	{1053.92 714.56 1057.28 719.04}
g9268	AN22JIHDX1	placed	R0	{795.2 293.44 798.56 297.92}
